,0,1,2,3,4,5,6,7
0,0.6855494222562171,0.005835764007433908,0.06596257186832744,0.5564604225532631,0.6037637293619995,0.13705567515816797,0.7121510913327725,0.15084696737289283
1,0.690363818853426,0.05917714909204419,0.4791112418751817,0.8776215509307408,0.6577878592113218,0.9766175619985562,0.9965895163064586,0.711965032578316
2,0.6845126516726245,0.22440869159919563,0.7269974872717893,0.27387126698647424,0.1192356286205638,0.35087284904584737,0.480073148539212,0.7597259909093234
3,0.05358125968181271,0.18400642710235637,0.7456927100373714,0.6156784909160357,0.4656482987120174,0.03991468088618966,0.47865738147699,0.7896313992556347
4,0.40575808217636344,0.8471764735263115,0.712229308064153,0.9871245458438634,0.3980035630999428,0.033790099451304956,0.08852248843938759,0.6082788634628045
5,0.36117495507890873,0.9822634957959411,0.924377032803462,0.9008478186332961,0.9479558395985848,0.39496161749588,0.48202777784971873,0.9449523201240463
6,0.08489948178164342,0.6988951708696965,0.745122030511213,0.7957496132364582,0.8791429511602644,0.7932780778458244,0.06019488259828698,0.7156382215245272
7,0.027562279360334285,0.34172016255921256,0.04894047550577474,0.68996805668869,0.19030967366484886,0.565355162346019,0.24948302788438892,0.2883001855920284
8,0.24425643105245276,0.9768095432693279,0.10199442798709335,0.9935036495738665,0.03842316107558841,0.20494722738987814,0.02318462924537057,0.6990675262935834
9,0.035577429142689576,0.5090446527326165,0.41755066233987936,0.846029297307932,0.2629118767048868,0.5268555196857782,0.007187400150517442,0.49559196307991815
10,0.9456866179419111,0.19985136553397764,0.025355731228885237,0.3278587034359759,0.5748689528559575,0.8506412899140091,0.46500771280854436,0.4995464168274355
11,0.3662067287164179,0.48662912176040796,0.3004511917806758,0.10890654678018219,0.2861704742296264,0.21096045680055797,0.3376571041879046,0.7862449382202971
12,0.09608007850151512,0.14375990664588711,0.19022787140581543,0.5833340851943806,0.6963719416802719,0.17175181413745755,0.09299153147494454,0.5472233303928217
13,0.4464623303297304,0.9387957732466986,0.8498091752030293,0.9434933019400333,0.9514365908650779,0.7850131843547238,0.2909381345491018,0.3872407759128095
14,0.8955797187528258,0.41360748483440746,0.43732590598199916,0.20802380525368058,0.7257072453501778,0.07948923047837597,0.7529495985902847,0.9713880183717502
15,0.8046877718471527,0.7914682372070299,0.2202142209038903,0.4851783908190316,0.21835731008775738,0.7236447304441149,0.12418047203017457,0.964654679651119
16,0.8777869948110631,0.17187913024506507,0.6428223733733055,0.7014423704952857,0.7625356183310068,0.0199351210887323,0.4943627377551537,0.5727212220742383
17,0.6352337112953926,0.3308363285795002,0.9992372692717681,0.8210943502527036,0.017357357562737374,0.47873486040605506,0.7437257703752086,0.9682877755698437
18,0.5652006451613476,0.9407736908540785,0.8039884599921633,0.8932989603068756,0.49093114845521346,0.7377321499828998,0.20373017333065524,0.7685093528890923
19,0.4416214439624665,0.9765251606307367,0.2027492294769635,0.8829488554538518,0.9247639627566012,0.590535398932834,0.9129514546770631,0.1447572252668442
20,0.9880800435518213,0.8255910069326399,0.11418887053059323,0.04355024196196777,0.6424580544462893,0.9501113850083407,0.5812149188949478,0.12509106362817457
21,0.7648718182000876,0.8424838785582979,0.6923956539807534,0.40459964744440147,0.37140462152645726,0.39632125491216585,0.1372414541821465,0.1011465019397847
22,0.64481180435773,0.768620179999056,0.23216367391012527,0.7995020299724978,0.3192046054849964,0.011375086675499135,0.6631472328421488,0.4292277836531103
23,0.003840273427392238,0.3190468989788391,0.4625179872850057,0.8638147696284388,0.7323469546336915,0.6776382307671984,0.0503931505428894,0.6750212512694254
24,0.5348293632725725,0.7701438059045966,0.15086010003842165,0.41967419612791457,0.9014722913704858,0.1702989896915501,0.15095822396474623,0.7084802488459477
25,0.9839140479724243,0.7740892036993731,0.943117032074419,0.26784842490045335,0.7961249050346895,0.33493611893595676,0.7209254119615507,0.9114500798254876
26,0.3378732940530056,0.293407246280881,0.40928755428410135,0.18461432117648502,0.1703113117072289,0.9122248855859022,0.5495135936785055,0.5436105241906434
27,0.10284183261381208,0.27163986088673986,0.6713132596059443,0.4504931923744545,0.9899132485657539,0.022585742373312456,0.04805339933179853,0.11219075016874835
28,0.4506399945954911,0.5522797033532385,0.8513337001539631,0.239109671070047,0.4853671194146,0.47674435071976584,0.40419921508644663,0.6715431877820163
29,0.9852806311173976,0.604398274370401,0.8711830887767844,0.10988223346179771,0.8690615550438884,0.07794135846294836,0.7891759317507057,0.22385324086696956
30,0.5849297841670639,0.3337061793072218,0.022528991859089853,0.7185809369747117,0.15350050908483237,0.8743499387929202,0.19263979122007724,0.8685465491936197
31,0.42628907289569395,0.9414712897456172,0.2523189760330755,0.9663929061789167,0.05326790699561568,0.43897226561815694,0.006716170109788755,0.5186145427801719
32,0.0141217588730288,0.7439867888638256,0.13308518433662875,0.372892499923864,0.7817480642299929,0.8326108169150785,0.6714409374633545,0.09420919399131167
33,0.9316626926843891,0.7196159647071239,0.10974271542020819,0.8325569641376797,0.7402640383059026,0.5059071074871565,0.1342192707334513,0.12323092478108577
34,0.3543214238438134,0.16860620201310828,0.14855716510880113,0.7525804011149062,0.020367396241167568,0.7070078725738264,0.2310155558574124,0.8241400721431077
35,0.8837752821047722,0.0052156685326471,0.34910332657480625,0.7405729117545883,0.031156940372015884,0.5604034018410842,0.46907238578226074,0.8280623898169801
36,0.4907173449559331,0.2815047576039713,0.8175461924725618,0.7797383752910005,0.6325983597540191,0.4698974283263522,0.7624012746984066,0.34864042210933743
37,0.8740282271796173,0.6505171881013787,0.07143540211260258,0.23871781237763734,0.20095086624433356,0.028353048734989228,0.3015167695585883,0.47758354184733576
38,0.2773490681228571,0.596897191829062,0.45339968419926313,0.5269419498297262,0.9662337073428701,0.23837152261200112,0.5393063899698117,0.4227350976184977
39,0.6081558350651238,0.033019261838544756,0.6522321462920392,0.9476230712574316,0.6743089138189458,0.5847989587298976,0.8728360994407417,0.09251875080562333
40,0.9344982959408108,0.29679646972858764,0.8226054657998702,0.8681864099268461,0.1667914349143812,0.7451691960330138,0.6580539824236669,0.17880882475567683
41,0.041432676669400204,0.45069595324096523,0.08388265493485425,0.006445606240848445,0.8049626507239916,0.1009076227090796,0.05090958943356405,0.83470081596002
42,0.339859198945788,0.24598657889985942,0.20646933450024008,0.03184537456797898,0.4073098476992342,0.775208246405389,0.5543363503412057,0.2395449453009395
43,0.26732150868657156,0.18744985863834585,0.26569784273511965,0.3373655965459439,0.5415260715093843,0.28471809901927525,0.08219588534674183,0.8994420341942743
